entry_id,entrytag_id,entrytag_name,entrytag_level,entrytag_path,parent_entrytag_id
2046,1513,Islamic Theology,2,Text[1069]->Islamic Theology[1513],1069.0
2046,1523,Islamic theology,3,Text[1069]->Shari'a[1462]->Islamic theology[1523],1462.0
2046,1711,Islamic Jurisprudence,3,Religious Group[8]->Islamic Traditions[24]->Islamic Jurisprudence[1711],24.0
2046,1747,Language,1,Language[1747],
2046,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2047,8,Religious Group,1,Religious Group[8],
2047,856,Religious Place,1,Religious Place[856],
2047,917,Protestantism,2,Religious Group[8]->Protestantism[917],8.0
2047,1747,Language,1,Language[1747],
2047,14808,English,2,Language[1747]->English[14808],1747.0
2047,27666,Lutheran Church,2,Religious Place[856]->Lutheran Church[27666],856.0
2047,27667,Lutheranism,3,Religious Group[8]->Protestantism[917]->Lutheranism[27667],917.0
2048,8,Religious Group,1,Religious Group[8],
2048,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2048,879,Religious Group (fr),1,Religious Group (fr)[879],
2048,1012,African Religion,2,Religious Group[8]->African Religion[1012],8.0
2048,1619,Amazigh,2,Religious Group[8]->Amazigh[1619],8.0
2048,1620,North African Religion,2,Religious Group[8]->North African Religion[1620],8.0
2048,1747,Language,1,Language[1747],
2048,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2048,27700,مجموعة سنية,2,Religious Group (fr)[879]->مجموعة سنية[27700],879.0
2050,8,Religious Group,1,Religious Group[8],
2050,856,Religious Place,1,Religious Place[856],
2050,917,Protestantism,2,Religious Group[8]->Protestantism[917],8.0
2050,1747,Language,1,Language[1747],
2050,1904,Indo-European,2,Language[1747]->Indo-European[1904],1747.0
2050,2479,Classical Indo-European,3,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],1904.0
2050,4033,Germanic,4,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033],2479.0
2050,5354,Northwest Germanic,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354],4033.0
2050,6739,North Germanic,6,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->North Germanic[6739],5354.0
2050,8287,West Scandinavian,7,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->North Germanic[6739]->West Scandinavian[8287],6739.0
2050,9698,Norwegian,8,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->North Germanic[6739]->West Scandinavian[8287]->Norwegian[9698],8287.0
2050,14808,English,2,Language[1747]->English[14808],1747.0
2050,27666,Lutheran Church,2,Religious Place[856]->Lutheran Church[27666],856.0
2050,27667,Lutheranism,3,Religious Group[8]->Protestantism[917]->Lutheranism[27667],917.0
2052,8,Religious Group,1,Religious Group[8],
2052,1031,Pentecostal,2,Religious Group[8]->Pentecostal[1031],8.0
2052,1747,Language,1,Language[1747],
2052,14808,English,2,Language[1747]->English[14808],1747.0
2052,14854,yoruba,2,Language[1747]->yoruba[14854],1747.0
2053,8,Religious Group,1,Religious Group[8],
2053,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2053,1069,Text,1,Text[1069],
2053,1747,Language,1,Language[1747],
2053,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2053,27702,Islamic Ethics,2,Text[1069]->Islamic Ethics[27702],1069.0
2054,8,Religious Group,1,Religious Group[8],
2054,1017,Aladura,2,Religious Group[8]->Aladura[1017],8.0
2054,1743,Christ Apostolic Church,3,Religious Group[8]->Aladura[1017]->Christ Apostolic Church[1743],1017.0
2054,1747,Language,1,Language[1747],
2054,14808,English,2,Language[1747]->English[14808],1747.0
2054,14811,Yoruba Language,2,Language[1747]->Yoruba Language[14811],1747.0
2055,8,Religious Group,1,Religious Group[8],
2055,34,Mesopotamian Religions,2,Religious Group[8]->Mesopotamian Religions[34],8.0
2055,331,Assyrian Religions,3,Religious Group[8]->Mesopotamian Religions[34]->Assyrian Religions[331],34.0
2055,332,Babylonian Religions,3,Religious Group[8]->Mesopotamian Religions[34]->Babylonian Religions[332],34.0
2055,1069,Text,1,Text[1069],
2055,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
2055,1120,Canonical texts,2,Text[1069]->Canonical texts[1120],1069.0
2055,1176,Ritual text,2,Text[1069]->Ritual text[1176],1069.0
2055,1310,Divination,2,Religious Group[8]->Divination[1310],8.0
2055,1361,Near East,2,Religious Group[8]->Near East[1361],8.0
2055,1393,Ancient Mesopotamian Text,2,Text[1069]->Ancient Mesopotamian Text[1393],1069.0
2055,1596,Ancient Babylonian Text,3,Text[1069]->Ancient Mesopotamian Text[1393]->Ancient Babylonian Text[1596],1393.0
2055,1695,Cuneiform tablet,3,Text[1069]->Excavated text[1084]->Cuneiform tablet[1695],1084.0
2055,1702,Ancient Western Asia,2,Religious Group[8]->Ancient Western Asia[1702],8.0
2055,1704,Prayer,2,Text[1069]->Prayer[1704],1069.0
2055,1733,Oracle,2,Text[1069]->Oracle[1733],1069.0
2055,1747,Language,1,Language[1747],
2055,1977,Afro-Asiatic,2,Language[1747]->Afro-Asiatic[1977],1747.0
2055,27691,Divination,2,Text[1069]->Divination[27691],1069.0
2056,8,Religious Group,1,Religious Group[8],
2056,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2056,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
2056,856,Religious Place,1,Religious Place[856],
2056,1488,Mosque,2,Religious Place[856]->Mosque[1488],856.0
2056,1527,Islam in Africa,3,Religious Group[8]->Islamic Traditions[24]->Islam in Africa[1527],24.0
2056,1747,Language,1,Language[1747],
2056,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2057,8,Religious Group,1,Religious Group[8],
2057,10,Anatolian Religions,2,Religious Group[8]->Anatolian Religions[10],8.0
2057,55,Hittite Religions,3,Religious Group[8]->Anatolian Religions[10]->Hittite Religions[55],10.0
2057,1069,Text,1,Text[1069],
2057,1176,Ritual text,2,Text[1069]->Ritual text[1176],1069.0
2057,1408,Hittite,2,Text[1069]->Hittite[1408],1069.0
2057,1552,Ritual inscriptions,2,Text[1069]->Ritual inscriptions[1552],1069.0
2057,1704,Prayer,2,Text[1069]->Prayer[1704],1069.0
2057,1747,Language,1,Language[1747],
2057,1904,Indo-European,2,Language[1747]->Indo-European[1904],1747.0
2057,2481,Anatolian,3,Language[1747]->Indo-European[1904]->Anatolian[2481],1904.0
2057,4039,Hittite,4,Language[1747]->Indo-European[1904]->Anatolian[2481]->Hittite[4039],2481.0
2057,14853,Ritual Manual,2,Text[1069]->Ritual Manual[14853],1069.0
2058,8,Religious Group,1,Religious Group[8],
2058,856,Religious Place,1,Religious Place[856],
2058,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
2058,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
2058,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
2058,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
2058,1488,Mosque,2,Religious Place[856]->Mosque[1488],856.0
2058,1678,Islam,3,Religious Group[8]->Abrahamic[905]->Islam[1678],905.0
2058,1747,Language,1,Language[1747],
2058,1932,Songhay,2,Language[1747]->Songhay[1932],1747.0
2058,2601,Northwest Songhay,3,Language[1747]->Songhay[1932]->Northwest Songhay[2601],1932.0
2058,4220,Koyra Chiini Songhay,4,Language[1747]->Songhay[1932]->Northwest Songhay[2601]->Koyra Chiini Songhay[4220],2601.0
2058,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2058,43505,Djinguereber,3,Religious Place[856]->Archaeological Site[1413]->Djinguereber[43505],1413.0
2058,43506,Mud-Brick Mosque,3,Religious Place[856]->Mosque[1488]->Mud-Brick Mosque[43506],1488.0
2058,43507,Muslim Saints,3,Religious Place[856]->Tomb[1067]->Muslim Saints[43507],1067.0
2058,43508,Mud-Brick Mosque,3,Religious Place[856]->Mosque[1488]->Mud-Brick Mosque[43508],1488.0
2059,8,Religious Group,1,Religious Group[8],
2059,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2059,1069,Text,1,Text[1069],
2059,1747,Language,1,Language[1747],
2059,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2059,27689,Islamic Law,2,Text[1069]->Islamic Law[27689],1069.0
2061,8,Religious Group,1,Religious Group[8],
2061,1747,Language,1,Language[1747],
2061,14812,Yoruba,2,Language[1747]->Yoruba[14812],1747.0
2061,14857,Oyo religion,2,Religious Group[8]->Oyo religion[14857],8.0
2063,8,Religious Group,1,Religious Group[8],
2063,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2063,856,Religious Place,1,Religious Place[856],
2063,1012,African Religion,2,Religious Group[8]->African Religion[1012],8.0
2063,1488,Mosque,2,Religious Place[856]->Mosque[1488],856.0
2063,1527,Islam in Africa,3,Religious Group[8]->Islamic Traditions[24]->Islam in Africa[1527],24.0
2063,1534,Islam,3,Religious Group[8]->African Religion[1012]->Islam[1534],1012.0
2063,1747,Language,1,Language[1747],
2063,1822,Atlantic-Congo,2,Language[1747]->Atlantic-Congo[1822],1747.0
2063,2237,Volta-Congo,3,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237],1822.0
2063,3616,Benue-Congo,4,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616],2237.0
2063,5004,Bantoid,5,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004],3616.0
2063,6347,Southern Bantoid,6,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347],5004.0
2063,7890,Narrow Bantu,7,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890],6347.0
2063,9419,East Bantu,8,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419],7890.0
2063,10697,Northeast Savanna Bantu,9,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697],9419.0
2063,11683,Northeast Coastal Bantu,10,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683],10697.0
2063,12549,Coastal NEC Bantu,11,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549],11683.0
2063,13214,Sabaki-Swahili,12,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549]->Sabaki-Swahili[13214],12549.0
2063,13783,Swahili (G.40),13,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549]->Sabaki-Swahili[13214]->Swahili (G.40)[13783],13214.0
2063,14147,Mombasa-Lamu-Inland Swahili,14,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549]->Sabaki-Swahili[13214]->Swahili (G.40)[13783]->Mombasa-Lamu-Inland Swahili[14147],13783.0
2063,14378,Swahili,15,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549]->Sabaki-Swahili[13214]->Swahili (G.40)[13783]->Mombasa-Lamu-Inland Swahili[14147]->Swahili[14378],14147.0
2063,43515,Swahili Islam,4,Religious Group[8]->African Religion[1012]->Islam[1534]->Swahili Islam[43515],1534.0
2063,43516,Coral Limestone Mosque,3,Religious Place[856]->Mosque[1488]->Coral Limestone Mosque[43516],1488.0
2064,8,Religious Group,1,Religious Group[8],
2064,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2064,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
2064,287,Hanafi,4,Religious Group[8]->Islamic Traditions[24]->Sunni[284]->Hanafi[287],284.0
2064,1069,Text,1,Text[1069],
2064,1302,Hadith,2,Text[1069]->Hadith[1302],1069.0
2064,1321,Islamic Modernization,3,Religious Group[8]->Islamic Traditions[24]->Islamic Modernization[1321],24.0
2064,1369,Islamic Revival,3,Religious Group[8]->Islamic Traditions[24]->Islamic Revival[1369],24.0
2064,1462,Shari'a,2,Text[1069]->Shari'a[1462],1069.0
2064,1469,Fiqh,2,Text[1069]->Fiqh[1469],1069.0
2064,1473,Qur'anic commentary (Tafsir),2,Text[1069]->Qur'anic commentary (Tafsir)[1473],1069.0
2064,1506,فقه,2,Text[1069]->فقه[1506],1069.0
2064,1513,Islamic Theology,2,Text[1069]->Islamic Theology[1513],1069.0
2064,1523,Islamic theology,3,Text[1069]->Shari'a[1462]->Islamic theology[1523],1462.0
2064,1527,Islam in Africa,3,Religious Group[8]->Islamic Traditions[24]->Islam in Africa[1527],24.0
2064,1711,Islamic Jurisprudence,3,Religious Group[8]->Islamic Traditions[24]->Islamic Jurisprudence[1711],24.0
2064,1747,Language,1,Language[1747],
2064,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2064,27689,Islamic Law,2,Text[1069]->Islamic Law[27689],1069.0
2064,27692,Theology text,2,Text[1069]->Theology text[27692],1069.0
2067,8,Religious Group,1,Religious Group[8],
2067,27,Jewish Traditions,2,Religious Group[8]->Jewish Traditions[27],8.0
2067,774,Early Christianity,2,Religious Group[8]->Early Christianity[774],8.0
2067,775,Early Christianity,2,Religious Group[8]->Early Christianity[775],8.0
2067,776,Ancient Mediterranean,2,Religious Group[8]->Ancient Mediterranean[776],8.0
2067,856,Religious Place,1,Religious Place[856],
2067,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
2067,1308,Judeans and Israelites,2,Religious Group[8]->Judeans and Israelites[1308],8.0
2067,1396,Jerusalem,2,Religious Place[856]->Jerusalem[1396],856.0
2067,1413,Archaeological Site,2,Religious Place[856]->Archaeological Site[1413],856.0
2067,1433,Southern Levant,2,Religious Group[8]->Southern Levant[1433],8.0
2067,1435,Southern Levant,2,Religious Group[8]->Southern Levant[1435],8.0
2067,1702,Ancient Western Asia,2,Religious Group[8]->Ancient Western Asia[1702],8.0
2067,1747,Language,1,Language[1747],
2067,14827,Greek,2,Language[1747]->Greek[14827],1747.0
2067,43519,Judaism,3,Religious Group[8]->Abrahamic[905]->Judaism[43519],905.0
2067,43520,Pool,2,Religious Place[856]->Pool[43520],856.0
2068,8,Religious Group,1,Religious Group[8],
2068,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
2068,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2068,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
2068,856,Religious Place,1,Religious Place[856],
2068,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
2068,934,Shrines,2,Religious Place[856]->Shrines[934],856.0
2068,1012,African Religion,2,Religious Group[8]->African Religion[1012],8.0
2068,1476,Sacred Land,2,Religious Place[856]->Sacred Land[1476],856.0
2068,1527,Islam in Africa,3,Religious Group[8]->Islamic Traditions[24]->Islam in Africa[1527],24.0
2068,1534,Islam,3,Religious Group[8]->African Religion[1012]->Islam[1534],1012.0
2068,1554,Ritual centre,2,Religious Place[856]->Ritual centre[1554],856.0
2068,1678,Islam,3,Religious Group[8]->Abrahamic[905]->Islam[1678],905.0
2068,1691,Swahili Religion,3,Religious Group[8]->African Religions[9]->Swahili Religion[1691],9.0
2068,1693,Cave or Cavern,2,Religious Place[856]->Cave or Cavern[1693],856.0
2068,1747,Language,1,Language[1747],
2068,1822,Atlantic-Congo,2,Language[1747]->Atlantic-Congo[1822],1747.0
2068,2237,Volta-Congo,3,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237],1822.0
2068,3616,Benue-Congo,4,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616],2237.0
2068,5004,Bantoid,5,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004],3616.0
2068,6347,Southern Bantoid,6,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347],5004.0
2068,7890,Narrow Bantu,7,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890],6347.0
2068,9419,East Bantu,8,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419],7890.0
2068,10697,Northeast Savanna Bantu,9,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697],9419.0
2068,11683,Northeast Coastal Bantu,10,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683],10697.0
2068,12549,Coastal NEC Bantu,11,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549],11683.0
2068,13214,Sabaki-Swahili,12,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549]->Sabaki-Swahili[13214],12549.0
2068,13783,Swahili (G.40),13,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549]->Sabaki-Swahili[13214]->Swahili (G.40)[13783],13214.0
2068,43515,Swahili Islam,4,Religious Group[8]->African Religion[1012]->Islam[1534]->Swahili Islam[43515],1534.0
2068,43521,Limestone karst,3,Religious Place[856]->Cave or Cavern[1693]->Limestone karst[43521],1693.0
2069,8,Religious Group,1,Religious Group[8],
2069,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2069,273,Sufism,3,Religious Group[8]->Islamic Traditions[24]->Sufism[273],24.0
2069,281,Shadhil,4,Religious Group[8]->Islamic Traditions[24]->Sufism[273]->Shadhil[281],273.0
2069,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
2069,289,Maliki,4,Religious Group[8]->Islamic Traditions[24]->Sunni[284]->Maliki[289],284.0
2069,997,Sufi,2,Religious Group[8]->Sufi[997],8.0
2069,1369,Islamic Revival,3,Religious Group[8]->Islamic Traditions[24]->Islamic Revival[1369],24.0
2069,1470,Sufi Order,2,Religious Group[8]->Sufi Order[1470],8.0
2069,1527,Islam in Africa,3,Religious Group[8]->Islamic Traditions[24]->Islam in Africa[1527],24.0
2069,1747,Language,1,Language[1747],
2069,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2070,8,Religious Group,1,Religious Group[8],
2070,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
2070,1031,Pentecostal,2,Religious Group[8]->Pentecostal[1031],8.0
2070,1570,Christianity,2,Religious Group[8]->Christianity[1570],8.0
2070,1747,Language,1,Language[1747],
2070,14808,English,2,Language[1747]->English[14808],1747.0
2070,14811,Yoruba Language,2,Language[1747]->Yoruba Language[14811],1747.0
2071,8,Religious Group,1,Religious Group[8],
2071,27,Jewish Traditions,2,Religious Group[8]->Jewish Traditions[27],8.0
2071,743,Late Second Temple Judaism,3,Religious Group[8]->Jewish Traditions[27]->Late Second Temple Judaism[743],27.0
2071,899,Early Rabbinism,3,Religious Group[8]->Jewish Traditions[27]->Early Rabbinism[899],27.0
2071,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
2071,1069,Text,1,Text[1069],
2071,1176,Ritual text,2,Text[1069]->Ritual text[1176],1069.0
2071,1241,Inscription,2,Text[1069]->Inscription[1241],1069.0
2071,1256,Early Jewish Literature,2,Text[1069]->Early Jewish Literature[1256],1069.0
2071,1322,Dead Sea Scrolls,3,Text[1069]->Early Jewish Literature[1256]->Dead Sea Scrolls[1322],1256.0
2071,1414,Hymn,2,Text[1069]->Hymn[1414],1069.0
2071,1552,Ritual inscriptions,2,Text[1069]->Ritual inscriptions[1552],1069.0
2071,1648,Magic,2,Text[1069]->Magic[1648],1069.0
2071,1704,Prayer,2,Text[1069]->Prayer[1704],1069.0
2071,1747,Language,1,Language[1747],
2071,1977,Afro-Asiatic,2,Language[1747]->Afro-Asiatic[1977],1747.0
2071,3237,Semitic,3,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],1977.0
2071,4434,West Semitic,4,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],3237.0
2071,5695,Central Semitic,5,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],4434.0
2071,7096,Northwest Semitic,6,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096],5695.0
2071,8597,Canaanite,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597],7096.0
2071,9968,Hebrewic,8,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597]->Hebrewic[9968],8597.0
2071,11121,Ancient Hebrew,9,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597]->Hebrewic[9968]->Ancient Hebrew[11121],9968.0
2071,14853,Ritual Manual,2,Text[1069]->Ritual Manual[14853],1069.0
2071,36477,Biblical Hebrew,10,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Northwest Semitic[7096]->Canaanite[8597]->Hebrewic[9968]->Ancient Hebrew[11121]->Biblical Hebrew[36477],11121.0
2071,43519,Judaism,3,Religious Group[8]->Abrahamic[905]->Judaism[43519],905.0
2072,8,Religious Group,1,Religious Group[8],
2072,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
2072,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2072,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
2072,1012,African Religion,2,Religious Group[8]->African Religion[1012],8.0
2072,1069,Text,1,Text[1069],
2072,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
2072,1176,Ritual text,2,Text[1069]->Ritual text[1176],1069.0
2072,1527,Islam in Africa,3,Religious Group[8]->Islamic Traditions[24]->Islam in Africa[1527],24.0
2072,1534,Islam,3,Religious Group[8]->African Religion[1012]->Islam[1534],1012.0
2072,1552,Ritual inscriptions,2,Text[1069]->Ritual inscriptions[1552],1069.0
2072,1678,Islam,3,Religious Group[8]->Abrahamic[905]->Islam[1678],905.0
2072,1691,Swahili Religion,3,Religious Group[8]->African Religions[9]->Swahili Religion[1691],9.0
2072,1704,Prayer,2,Text[1069]->Prayer[1704],1069.0
2072,1747,Language,1,Language[1747],
2072,1977,Afro-Asiatic,2,Language[1747]->Afro-Asiatic[1977],1747.0
2072,3237,Semitic,3,Language[1747]->Afro-Asiatic[1977]->Semitic[3237],1977.0
2072,4434,West Semitic,4,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434],3237.0
2072,5695,Central Semitic,5,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695],4434.0
2072,7095,Arabian,6,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095],5695.0
2072,8595,Arabic,7,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595],7095.0
2072,9967,Standard Arabic,8,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->West Semitic[4434]->Central Semitic[5695]->Arabian[7095]->Arabic[8595]->Standard Arabic[9967],8595.0
2072,43515,Swahili Islam,4,Religious Group[8]->African Religion[1012]->Islam[1534]->Swahili Islam[43515],1534.0
2072,43522,Amulet,2,Text[1069]->Amulet[43522],1069.0
2072,43523,Amulet,2,Text[1069]->Amulet[43523],1069.0
2074,8,Religious Group,1,Religious Group[8],
2074,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
2074,1012,African Religion,2,Religious Group[8]->African Religion[1012],8.0
2074,1534,Islam,3,Religious Group[8]->African Religion[1012]->Islam[1534],1012.0
2074,1747,Language,1,Language[1747],
2074,1977,Afro-Asiatic,2,Language[1747]->Afro-Asiatic[1977],1747.0
2074,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2075,8,Religious Group,1,Religious Group[8],
2075,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
2075,284,Sunni,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],24.0
2075,1069,Text,1,Text[1069],
2075,1242,Sacred Law,2,Text[1069]->Sacred Law[1242],1069.0
2075,1473,Qur'anic commentary (Tafsir),2,Text[1069]->Qur'anic commentary (Tafsir)[1473],1069.0
2075,1506,فقه,2,Text[1069]->فقه[1506],1069.0
2075,1513,Islamic Theology,2,Text[1069]->Islamic Theology[1513],1069.0
2075,1711,Islamic Jurisprudence,3,Religious Group[8]->Islamic Traditions[24]->Islamic Jurisprudence[1711],24.0
2075,1747,Language,1,Language[1747],
2075,14828,Arabic,2,Language[1747]->Arabic[14828],1747.0
2075,27689,Islamic Law,2,Text[1069]->Islamic Law[27689],1069.0
2075,27702,Islamic Ethics,2,Text[1069]->Islamic Ethics[27702],1069.0
2076,8,Religious Group,1,Religious Group[8],
2076,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
