"entry_id","entry_tag","entrytag_id","parent_tag_id","level","path","approved"
2246,مجموعة حنفية,43632,879,2,Religious Group (fr)[879]->مجموعة حنفية[43632],true
2247,Religious Group,8,,1,Religious Group[8],true
2247,Religious Group (fr),879,,1,Religious Group (fr)[879],true
2247,Language,1747,,1,Language[1747],true
2247,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2247,الإسلام,43635,8,2,Religious Group[8]->الإسلام[43635],true
2247,الديانة الإسلامية,43636,8,2,Religious Group[8]->الديانة الإسلامية[43636],true
2248,Religious Group,8,,1,Religious Group[8],true
2248,Religious Group (fr),879,,1,Religious Group (fr)[879],true
2248,Language,1747,,1,Language[1747],true
2248,Turkic,1876,1747,2,Language[1747]->Turkic[1876],true
2248,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2248,المذهب الحنفي,43631,8,2,Religious Group[8]->المذهب الحنفي[43631],true
2248,مجموعة حنفية,43632,879,2,Religious Group (fr)[879]->مجموعة حنفية[43632],true
2248,الدولة المرادية,43633,8,2,Religious Group[8]->الدولة المرادية[43633],true
2248,مجموعة حاكمة,43634,879,2,Religious Group (fr)[879]->مجموعة حاكمة[43634],true
2249,Religious Group,8,,1,Religious Group[8],true
2249,Early Christianity,774,8,2,Religious Group[8]->Early Christianity[774],true
2249,Religious Place,856,,1,Religious Place[856],true
2249,Cyprus,1323,856,2,Religious Place[856]->Cyprus[1323],true
2249,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
2249,Christian Orthodox,1706,1573,3,Religious Group[8]->Christian[1573]->Christian Orthodox[1706],true
2249,Language,1747,,1,Language[1747],true
2249,Indo-European,1904,1747,2,Language[1747]->Indo-European[1904],true
2249,Classical Indo-European,2479,1904,3,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],true
2249,Graeco-Phrygian,4027,2479,4,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027],true
2249,Greek,5341,4027,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],true
2249,Salamis,43637,1323,3,Religious Place[856]->Cyprus[1323]->Salamis[43637],true
2250,Religious Group,8,,1,Religious Group[8],true
2250,Religious Place,856,,1,Religious Place[856],true
2250,Monastery,1003,856,2,Religious Place[856]->Monastery[1003],true
2250,Orthodoxy,1021,8,2,Religious Group[8]->Orthodoxy[1021],true
2250,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
2250,Macedonia,1149,1126,3,Religious Place[856]->Greece[1126]->Macedonia[1149],true
2250,Cenobitic Monastery,1569,1003,3,Religious Place[856]->Monastery[1003]->Cenobitic Monastery[1569],true
2250,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
2250,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
2250,Byzantine,1609,8,2,Religious Group[8]->Byzantine[1609],true
2250,Christian Orthodox,1706,1573,3,Religious Group[8]->Christian[1573]->Christian Orthodox[1706],true
2250,Language,1747,,1,Language[1747],true
2250,Greek,14827,1747,2,Language[1747]->Greek[14827],true
2251,Religious Group,8,,1,Religious Group[8],true
2251,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
2251,Religious Place,856,,1,Religious Place[856],true
2251,China,1258,856,2,Religious Place[856]->China[1258],true
2251,Chinese Buddhism,1291,8,2,Religious Group[8]->Chinese Buddhism[1291],true
2251,Language,1747,,1,Language[1747],true
2251,Sino-Tibetan,1946,1747,2,Language[1747]->Sino-Tibetan[1946],true
2251,Sinitic,3038,1946,3,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038],true
2251,Classical-Middle-Modern Sinitic,4342,3038,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],true
2251,Literary Chinese,5612,4342,5,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Literary Chinese[5612],true
2251,Middle-Modern Sinitic,5613,4342,5,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613],true
2252,Religious Group,8,,1,Religious Group[8],true
2252,Religious Place,856,,1,Religious Place[856],true
2252,Orthodoxy,1021,8,2,Religious Group[8]->Orthodoxy[1021],true
2252,Orthodoxy,1213,1021,3,Religious Group[8]->Orthodoxy[1021]->Orthodoxy[1213],true
2252,Cyprus,1323,856,2,Religious Place[856]->Cyprus[1323],true
2252,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
2252,Christian Orthodox,1706,1573,3,Religious Group[8]->Christian[1573]->Christian Orthodox[1706],true
2252,Language,1747,,1,Language[1747],true
2252,Indo-European,1904,1747,2,Language[1747]->Indo-European[1904],true
2252,Classical Indo-European,2479,1904,3,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],true
2252,Graeco-Phrygian,4027,2479,4,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027],true
2252,Greek,5341,4027,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],true
2253,Religious Group,8,,1,Religious Group[8],true
2253,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
2253,Religious Place,856,,1,Religious Place[856],true
2253,Religious Group (fr),879,,1,Religious Group (fr)[879],true
2253,Abrahamic,905,8,2,Religious Group[8]->Abrahamic[905],true
2253,Sufi,997,8,2,Religious Group[8]->Sufi[997],true
2253,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
2253,Tomb,1207,8,2,Religious Group[8]->Tomb[1207],true
2253,North Africa,1388,856,2,Religious Place[856]->North Africa[1388],true
2253,Arabia,1477,856,2,Religious Place[856]->Arabia[1477],true
2253,Language,1747,,1,Language[1747],true
2253,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2253,مجموعة سنية,27700,879,2,Religious Group (fr)[879]->مجموعة سنية[27700],true
2253,Sunni Islam,43600,8,2,Religious Group[8]->Sunni Islam[43600],true
2254,Religious Group,8,,1,Religious Group[8],true
2254,Religious Place,856,,1,Religious Place[856],true
2254,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
2254,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
2254,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
2254,Language,1747,,1,Language[1747],true
2254,Greek,14827,1747,2,Language[1747]->Greek[14827],true
2254,Church,43564,856,2,Religious Place[856]->Church[43564],true
2255,Religious Group,8,,1,Religious Group[8],true
2255,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
2255,Language,1747,,1,Language[1747],true
2255,Mongolic-Khitan,1749,1747,2,Language[1747]->Mongolic-Khitan[1749],true
2255,Sino-Tibetan,1946,1747,2,Language[1747]->Sino-Tibetan[1946],true
2255,Mongolic,1996,1749,3,Language[1747]->Mongolic-Khitan[1749]->Mongolic[1996],true
2255,Sinitic,3038,1946,3,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038],true
2255,Classical-Middle-Modern Sinitic,4342,3038,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342],true
2255,Middle-Modern Sinitic,5613,4342,5,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613],true
2255,Middle Chinese,7037,5613,6,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Middle Chinese[7037],true
2255,Common Chinese,31130,7037,7,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Middle Chinese[7037]->Common Chinese[31130],true
2256,Religious Group,8,,1,Religious Group[8],true
2256,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
2256,Abrahamic,905,8,2,Religious Group[8]->Abrahamic[905],true
2256,Sufi,997,8,2,Religious Group[8]->Sufi[997],true
2256,Sufi Order,1470,8,2,Religious Group[8]->Sufi Order[1470],true
2256,Language,1747,,1,Language[1747],true
2256,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2256,Sunni Islam,43600,8,2,Religious Group[8]->Sunni Islam[43600],true
2257,Religious Group,8,,1,Religious Group[8],true
2257,Religious Place,856,,1,Religious Place[856],true
2257,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
2257,Archaeological Site,1413,856,2,Religious Place[856]->Archaeological Site[1413],true
2257,Sacred mountain,1536,856,2,Religious Place[856]->Sacred mountain[1536],true
2257,Ritual centre,1554,856,2,Religious Place[856]->Ritual centre[1554],true
2257,Sicily,1716,856,2,Religious Place[856]->Sicily[1716],true
2257,Language,1747,,1,Language[1747],true
2257,Unclassifiable,1973,1747,2,Language[1747]->Unclassifiable[1973],true
2257,Unknown,14806,1747,2,Language[1747]->Unknown[14806],true
2257,Italy,43578,856,2,Religious Place[856]->Italy[43578],true
2257,Sicanian,43638,8,2,Religious Group[8]->Sicanian[43638],false
2258,Religious Group,8,,1,Religious Group[8],true
2258,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
2258,Maghreb Religions,29,8,2,Religious Group[8]->Maghreb Religions[29],true
2258,Text,1069,,1,Text[1069],true
2258,Text (fr),1070,,1,Text (fr)[1070],true
2258,Rule Text,1296,1069,2,Text[1069]->Rule Text[1296],true
2258,فقه,1506,1069,2,Text[1069]->فقه[1506],true
2258,Language,1747,,1,Language[1747],true
2258,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2258,Sunni Islam,43600,8,2,Religious Group[8]->Sunni Islam[43600],true
2259,Religious Group,8,,1,Religious Group[8],true
2259,Religious Place,856,,1,Religious Place[856],true
2259,Monastery,1003,856,2,Religious Place[856]->Monastery[1003],true
2259,Orthodoxy,1021,8,2,Religious Group[8]->Orthodoxy[1021],true
2259,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
2259,Macedonia,1149,1126,3,Religious Place[856]->Greece[1126]->Macedonia[1149],true
2259,Cenobitic Monastery,1569,1003,3,Religious Place[856]->Monastery[1003]->Cenobitic Monastery[1569],true
2259,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
2259,Language,1747,,1,Language[1747],true
2259,Greek,14827,1747,2,Language[1747]->Greek[14827],true
2260,Religious Group,8,,1,Religious Group[8],true
2260,Religious Place,856,,1,Religious Place[856],true
2260,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
2260,Christian,1573,8,2,Religious Group[8]->Christian[1573],true
2260,Language,1747,,1,Language[1747],true
2260,Greek,14827,1747,2,Language[1747]->Greek[14827],true
2260,Church,43564,856,2,Religious Place[856]->Church[43564],true
2261,Religious Group,8,,1,Religious Group[8],true
2261,Religious Place,856,,1,Religious Place[856],true
2261,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
2261,Prehistoric Religion,1056,8,2,Religious Group[8]->Prehistoric Religion[1056],true
2261,Prehistoric South American Religions,1316,8,2,Religious Group[8]->Prehistoric South American Religions[1316],true
2261,Archaeological Site,1413,856,2,Religious Place[856]->Archaeological Site[1413],true
2261,Andes,1445,8,2,Religious Group[8]->Andes[1445],true
2261,Language,1747,,1,Language[1747],true
2261,Aymaran,1981,1747,2,Language[1747]->Aymaran[1981],true
2262,Religious Group,8,,1,Religious Group[8],true
2262,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
2262,Sunni,284,24,3,Religious Group[8]->Islamic Traditions[24]->Sunni[284],true
2262,Hanbali,288,284,4,Religious Group[8]->Islamic Traditions[24]->Sunni[284]->Hanbali[288],true
2262,Text,1069,,1,Text[1069],true
2262,Biblical Prophets,1255,1069,2,Text[1069]->Biblical Prophets[1255],true
2262,Religious History,1301,1069,2,Text[1069]->Religious History[1301],true
2262,Hadith,1302,1069,2,Text[1069]->Hadith[1302],true
2262,Fiqh,1469,1069,2,Text[1069]->Fiqh[1469],true
2262,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
2262,Language,1747,,1,Language[1747],true
2262,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2262,Sunni Islam,43600,8,2,Religious Group[8]->Sunni Islam[43600],true
2263,Religious Group,8,,1,Religious Group[8],true
2263,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
2263,Abrahamic,905,8,2,Religious Group[8]->Abrahamic[905],true
2263,Sufi,997,8,2,Religious Group[8]->Sufi[997],true
2263,Mysticism,1053,8,2,Religious Group[8]->Mysticism[1053],true
2263,Text,1069,,1,Text[1069],true
2263,Rule Text,1296,1069,2,Text[1069]->Rule Text[1296],true
2263,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
2263,Islam,1678,905,3,Religious Group[8]->Abrahamic[905]->Islam[1678],true
2263,Language,1747,,1,Language[1747],true
2263,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2263,Islamic Law,27689,1069,2,Text[1069]->Islamic Law[27689],true
2263,Islamic Ethics,27702,1069,2,Text[1069]->Islamic Ethics[27702],true
2263,Sunni Islam,43600,8,2,Religious Group[8]->Sunni Islam[43600],true
2264,Religious Group,8,,1,Religious Group[8],true
2264,Protestantism,917,8,2,Religious Group[8]->Protestantism[917],true
2264,Language,1747,,1,Language[1747],true
2264,English,14808,1747,2,Language[1747]->English[14808],true
2265,Religious Group,8,,1,Religious Group[8],true
2265,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
2265,Sufi,997,8,2,Religious Group[8]->Sufi[997],true
2265,Text,1069,,1,Text[1069],true
2265,Ritual text,1176,1069,2,Text[1069]->Ritual text[1176],true
2265,Sacred Law,1242,1069,2,Text[1069]->Sacred Law[1242],true
2265,Religious History,1301,1069,2,Text[1069]->Religious History[1301],true
2265,Hadith,1302,1069,2,Text[1069]->Hadith[1302],true
2265,Shi'a Islam,1390,8,2,Religious Group[8]->Shi'a Islam[1390],true
2265,Shari'a,1462,1069,2,Text[1069]->Shari'a[1462],true
2265,Fiqh,1469,1069,2,Text[1069]->Fiqh[1469],true
2265,Sufi Order,1470,8,2,Religious Group[8]->Sufi Order[1470],true
2265,Qur'anic commentary (Tafsir),1473,1069,2,Text[1069]->Qur'anic commentary (Tafsir)[1473],true
2265,فقه,1506,1069,2,Text[1069]->فقه[1506],true
2265,شيعة,1507,8,2,Religious Group[8]->شيعة[1507],true
2265,ٱثْنَا عَشَرِيَّة,1508,8,2,Religious Group[8]->ٱثْنَا عَشَرِيَّة[1508],true
2265,إِمَامِيَّة,1509,8,2,Religious Group[8]->إِمَامِيَّة[1509],true
2265,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
2265,Esoterics,1555,8,2,Religious Group[8]->Esoterics[1555],true
2265,الجدل الكلامي,1636,1069,2,Text[1069]->الجدل الكلامي[1636],true
2265,Language,1747,,1,Language[1747],true
2265,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2265,Islamic Law,27689,1069,2,Text[1069]->Islamic Law[27689],true
2265,Theology text,27692,1069,2,Text[1069]->Theology text[27692],true
2265,Islamic Ethics,27702,1069,2,Text[1069]->Islamic Ethics[27702],true
2265,Quranic Inscription,43524,1069,2,Text[1069]->Quranic Inscription[43524],true
2265,Sunni Islam,43600,8,2,Religious Group[8]->Sunni Islam[43600],true
2266,Religious Group,8,,1,Religious Group[8],true
2266,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
2266,Daoist Traditions,134,123,3,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134],true
2266,Daoism,1108,8,2,Religious Group[8]->Daoism[1108],true
2266,Language,1747,,1,Language[1747],true
2266,Sino-Tibetan,1946,1747,2,Language[1747]->Sino-Tibetan[1946],true
2266,Sinitic,3038,1946,3,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038],true
2266,Old Chinese,4344,3038,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Old Chinese[4344],true
2266,Yangsheng Daoism,43639,134,4,,true
2266,Yangsheng Daoism,43640,1108,3,,true
2267,Religious Group,8,,1,Religious Group[8],true
2267,Religious Place,856,,1,Religious Place[856],true
2267,Mexican Religion,1352,8,2,Religious Group[8]->Mexican Religion[1352],true
2267,Archaeological Site,1413,856,2,Religious Place[856]->Archaeological Site[1413],true
2267,Language,1747,,1,Language[1747],true
2267,Unknown,14806,1747,2,Language[1747]->Unknown[14806],true
2267,Tingambato,43641,1413,3,,true
2268,Religious Group,8,,1,Religious Group[8],true
2268,Religious Place,856,,1,Religious Place[856],true
2268,Basilica,870,856,2,Religious Place[856]->Basilica[870],true
2268,Abrahamic,905,8,2,Religious Group[8]->Abrahamic[905],true
2268,Orthodoxy,1021,8,2,Religious Group[8]->Orthodoxy[1021],true
2268,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
2268,Balkans,1148,8,2,Religious Group[8]->Balkans[1148],true
2268,Archaeological Site,1413,856,2,Religious Place[856]->Archaeological Site[1413],true
2268,Cathedral,1537,856,2,Religious Place[856]->Cathedral[1537],true
2268,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
2268,Language,1747,,1,Language[1747],true
2268,Greek,14827,1747,2,Language[1747]->Greek[14827],true
2268,Church,43562,856,2,Religious Place[856]->Church[43562],true
2268,Epirus,43642,856,2,,false
2268,Orthodox Christianity,43643,8,2,,false
2269,Religious Group,8,,1,Religious Group[8],true
2269,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
2269,Protestantism,826,18,3,Religious Group[8]->Christian Traditions[18]->Protestantism[826],true
2269,Religious Place,856,,1,Religious Place[856],true
2269,Protestantism,917,8,2,Religious Group[8]->Protestantism[917],true
2269,Language,1747,,1,Language[1747],true
2269,Indo-European,1904,1747,2,Language[1747]->Indo-European[1904],true
2269,Classical Indo-European,2479,1904,3,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],true
2269,Germanic,4033,2479,4,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033],true
2269,Northwest Germanic,5354,4033,5,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354],true
2269,North Germanic,6739,5354,6,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->North Germanic[6739],true
2269,West Scandinavian,8287,6739,7,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->North Germanic[6739]->West Scandinavian[8287],true
2269,Norwegian,9698,8287,8,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->North Germanic[6739]->West Scandinavian[8287]->Norwegian[9698],true
2269,English,14808,1747,2,Language[1747]->English[14808],true
2269,Lutheranism,27667,917,3,Religious Group[8]->Protestantism[917]->Lutheranism[27667],true
2269,Church,43562,856,2,Religious Place[856]->Church[43562],true
2271,Religious Group,8,,1,Religious Group[8],true
2271,Evangelicalism,915,8,2,Religious Group[8]->Evangelicalism[915],true
2271,Protestantism,917,8,2,Religious Group[8]->Protestantism[917],true
2271,Born Again Christianity,1015,8,2,Religious Group[8]->Born Again Christianity[1015],true
2271,Christianity,1570,8,2,Religious Group[8]->Christianity[1570],true
2271,Language,1747,,1,Language[1747],true
2271,English,14808,1747,2,Language[1747]->English[14808],true
2271,Yoruba Language,14811,1747,2,Language[1747]->Yoruba Language[14811],true
2272,Religious Group,8,,1,Religious Group[8],true
2272,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
2272,Abrahamic,905,8,2,Religious Group[8]->Abrahamic[905],true
2272,Sufi,997,8,2,Religious Group[8]->Sufi[997],true
2272,Text,1069,,1,Text[1069],true
2272,Islamic Theology,1513,1069,2,Text[1069]->Islamic Theology[1513],true
2272,الجدل الكلامي,1636,1069,2,Text[1069]->الجدل الكلامي[1636],true
2272,Islam,1678,905,3,Religious Group[8]->Abrahamic[905]->Islam[1678],true
2272,Language,1747,,1,Language[1747],true
2272,Arabic,14828,1747,2,Language[1747]->Arabic[14828],true
2272,Islamic Law,27689,1069,2,Text[1069]->Islamic Law[27689],true
2272,Theology text,27692,1069,2,Text[1069]->Theology text[27692],true
2272,Sunni Islam,43600,8,2,Religious Group[8]->Sunni Islam[43600],true
2272,الإسلام,43635,8,2,Religious Group[8]->الإسلام[43635],true
2272,الديانة الإسلامية,43636,8,2,Religious Group[8]->الديانة الإسلامية[43636],true
2273,Religious Group,8,,1,Religious Group[8],true
2273,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
2273,Divination,1310,8,2,Religious Group[8]->Divination[1310],true
2273,Language,1747,,1,Language[1747],true
2273,Sino-Tibetan,1946,1747,2,Language[1747]->Sino-Tibetan[1946],true
2273,geomancy,43645,8,2,,true
2274,Religious Group,8,,1,Religious Group[8],true
2274,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
2274,Yoruba Religions,51,9,3,Religious Group[8]->African Religions[9]->Yoruba Religions[51],true
2274,African Religion,1012,8,2,Religious Group[8]->African Religion[1012],true
2274,Language,1747,,1,Language[1747],true
2274,Yoruba  Language,14858,1747,2,Language[1747]->Yoruba  Language[14858],true
2275,Religious Group,8,,1,Religious Group[8],true
2275,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
2275,Chinese Folk Religions,127,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Folk Religions[127],true
2275,Confucian (rujia 儒家) Traditions,131,123,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],true
2275,Religious Place,856,,1,Religious Place[856],true
2275,Temple,865,856,2,Religious Place[856]->Temple[865],true
2275,Altar,868,856,2,Religious Place[856]->Altar[868],true
2275,Shrine,923,856,2,Religious Place[856]->Shrine[923],true
2275,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
2275,Monastery,1003,856,2,Religious Place[856]->Monastery[1003],true
2275,Orthodoxy,1021,8,2,Religious Group[8]->Orthodoxy[1021],true
2275,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
2275,Confucianism,1085,8,2,Religious Group[8]->Confucianism[1085],true
2275,Daoism,1108,8,2,Religious Group[8]->Daoism[1108],true
2275,Early Chinese cosmogony,1119,123,3,Religious Group[8]->Chinese Religion[123]->Early Chinese cosmogony[1119],true
2275,Early Chinese Traditions,1123,8,2,Religious Group[8]->Early Chinese Traditions[1123],true
2275,Neo-Confucian,1139,1085,3,Religious Group[8]->Confucianism[1085]->Neo-Confucian[1139],true
2275,A Hybrid of Popular Beliefs,1164,1123,3,Religious Group[8]->Early Chinese Traditions[1123]->A Hybrid of Popular Beliefs[1164],true
2275,Cemetery,1197,856,2,Religious Place[856]->Cemetery[1197],true
2275,Quanzhen,1226,8,2,Religious Group[8]->Quanzhen[1226],true
2275,Religious Practice,1238,8,2,Religious Group[8]->Religious Practice[1238],true
2275,Peak Sanctuaries,1248,856,2,Religious Place[856]->Peak Sanctuaries[1248],true
2275,China,1258,856,2,Religious Place[856]->China[1258],true
2275,Chinese Buddhism,1291,8,2,Religious Group[8]->Chinese Buddhism[1291],true
2275,Indigenous Theology,1334,8,2,Religious Group[8]->Indigenous Theology[1334],true
2275,Asceticism,1378,8,2,Religious Group[8]->Asceticism[1378],true
2275,Hill,1391,856,2,Religious Place[856]->Hill[1391],true
2275,Celestial Master (天師道),1405,123,3,Religious Group[8]->Chinese Religion[123]->Celestial Master (天師道)[1405],true
2275,Mortuary shrine,1431,856,2,Religious Place[856]->Mortuary shrine[1431],true
2275,Temple Buildings and Temple Cult,1438,8,2,Religious Group[8]->Temple Buildings and Temple Cult[1438],true
2275,Hermits,1472,8,2,Religious Group[8]->Hermits[1472],true
2275,Sacred Territory,1475,856,2,Religious Place[856]->Sacred Territory[1475],true
2275,Sacred Land,1476,856,2,Religious Place[856]->Sacred Land[1476],true
2275,Sacred mountain,1536,856,2,Religious Place[856]->Sacred mountain[1536],true
2275,Ancestral Worship,1551,8,2,Religious Group[8]->Ancestral Worship[1551],true
2275,Ritual centre,1554,856,2,Religious Place[856]->Ritual centre[1554],true
2275,Self-Cultivation,1595,123,3,Religious Group[8]->Chinese Religion[123]->Self-Cultivation[1595],true
2275,Cave or Cavern,1693,856,2,Religious Place[856]->Cave or Cavern[1693],true
2275,Language,1747,,1,Language[1747],true
2275,Cantonese,14835,1747,2,Language[1747]->Cantonese[14835],true
2275,Lingbao (Numinous Treasure),43569,1108,3,Religious Group[8]->Daoism[1108]->Lingbao (Numinous Treasure)[43569],true
2275,Dongtian fudi,43651,1693,3,,true
2275,Guangdong,43652,1258,3,,true
2276,Religious Group,8,,1,Religious Group[8],true
2276,Assyrian Religions,11,8,2,Religious Group[8]->Assyrian Religions[11],true
2276,Bön (Tibetan: bon),13,8,2,Religious Group[8]->Bön (Tibetan: bon)[13],true
2276,Japanese Religions,26,8,2,Religious Group[8]->Japanese Religions[26],true
2276,Korean Religions,28,8,2,Religious Group[8]->Korean Religions[28],true
2276,Mesoamerican Religions,33,8,2,Religious Group[8]->Mesoamerican Religions[33],true
2276,Mongolian Religions,37,8,2,Religious Group[8]->Mongolian Religions[37],true
2276,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
2276,Chinese Common Religions,126,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Common Religions[126],true
2276,Chinese Folk Religions,127,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Folk Religions[127],true
2276,Chinese State Religion,128,123,3,Religious Group[8]->Chinese Religion[123]->Chinese State Religion[128],true
2276,Confucian (rujia 儒家) Traditions,131,123,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],true
2276,Daoist Traditions,134,123,3,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134],true
2276,Syncretic Religions,806,8,2,Religious Group[8]->Syncretic Religions[806],true
2276,Southeast Asian Religions,808,8,2,Religious Group[8]->Southeast Asian Religions[808],true
2276,Animist,836,8,2,Religious Group[8]->Animist[836],true
2276,Technology,903,8,2,Religious Group[8]->Technology[903],true
2276,Shamanism,904,8,2,Religious Group[8]->Shamanism[904],true
2276,Secularism,916,8,2,Religious Group[8]->Secularism[916],true
2276,Levantine Religion,929,8,2,Religious Group[8]->Levantine Religion[929],true
2276,Military Cults,938,8,2,Religious Group[8]->Military Cults[938],true
2276,Indo-European Religion,956,8,2,Religious Group[8]->Indo-European Religion[956],true
2276,Asia Minor,981,8,2,Religious Group[8]->Asia Minor[981],true
2276,Indigenous tribal,1048,8,2,Religious Group[8]->Indigenous tribal[1048],true
2276,Confucianism,1085,8,2,Religious Group[8]->Confucianism[1085],true
2276,Early Chinese cosmology,1117,123,3,Religious Group[8]->Chinese Religion[123]->Early Chinese cosmology[1117],true
2276,Early Chinese cosmogony,1119,123,3,Religious Group[8]->Chinese Religion[123]->Early Chinese cosmogony[1119],true
2276,Early Chinese Traditions,1123,8,2,Religious Group[8]->Early Chinese Traditions[1123],true
2276,Religious Practice,1238,8,2,Religious Group[8]->Religious Practice[1238],true
2276,Inner Asian Native Religions,1265,8,2,Religious Group[8]->Inner Asian Native Religions[1265],true
2276,Divination,1310,8,2,Religious Group[8]->Divination[1310],true
2276,Sichuan Basin and Hanzhong Valley Region,1312,8,2,Religious Group[8]->Sichuan Basin and Hanzhong Valley Region[1312],true
2276,Babylonian Religions,1389,8,2,Religious Group[8]->Babylonian Religions[1389],true
2276,Early Bronze Age,1429,8,2,Religious Group[8]->Early Bronze Age[1429],true
2276,Sichuan,1452,8,2,Religious Group[8]->Sichuan[1452],true
2276,Regional Religious System,1510,8,2,Religious Group[8]->Regional Religious System[1510],true
